工步时间,电压(V),容量(Ah),能量(Wh),系统记录时间,最大单体温度(℃)
0:27:46.000,3.2571,72.665024,237.752686,2025/09/26 20:12:14,32.7
0:27:47.000,3.2571,72.710121,237.899521,2025/09/26 20:12:15,32.7
0:27:48.000,3.2571,72.753777,238.041672,2025/09/26 20:12:16,32.8
0:27:49.000,3.257,72.798042,238.185806,2025/09/26 20:12:17,32.8
0:27:50.000,3.2569,72.841476,238.327255,2025/09/26 20:12:18,32.8
0:27:51.000,3.2571,72.885086,238.469269,2025/09/26 20:12:19,32.8
0:27:52.000,3.2569,72.92865,238.61113,2025/09/26 20:12:20,32.7
0:27:53.000,3.2569,72.972267,238.753128,2025/09/26 20:12:21,32.7
0:27:54.000,3.257,73.015877,238.895126,2025/09/26 20:12:22,32.7
0:27:55.000,3.2569,73.059486,239.03714,2025/09/26 20:12:23,32.7
0:27:56.000,3.2568,73.10305,239.179001,2025/09/26 20:12:24,32.7
0:27:57.000,3.2571,73.146706,239.321136,2025/09/26 20:12:25,32.7
0:27:58.000,3.2568,73.190315,239.463135,2025/09/26 20:12:26,32.7
0:27:59.000,3.2569,73.233887,239.604996,2025/09/26 20:12:27,32.7
0:28:00.000,3.2571,73.277542,239.747131,2025/09/26 20:12:28,32.7
0:28:01.000,3.2569,73.321106,239.888992,2025/09/26 20:12:29,32.7
0:28:02.000,3.2569,73.364716,240.030991,2025/09/26 20:12:30,32.7
0:28:03.000,3.2567,73.408371,240.173126,2025/09/26 20:12:31,32.7
0:28:04.000,3.2567,73.451942,240.314987,2025/09/26 20:12:32,32.7
0:28:05.000,3.2569,73.495552,240.456985,2025/09/26 20:12:33,32.7
0:28:06.000,3.2567,73.539162,240.598969,2025/09/26 20:12:34,32.7
0:28:07.000,3.2569,73.582817,240.741119,2025/09/26 20:12:35,32.7
0:28:08.000,3.2567,73.626472,240.883255,2025/09/26 20:12:36,32.7
0:28:09.000,3.2567,73.670036,241.025116,2025/09/26 20:12:37,32.7
0:28:10.000,3.2567,73.713646,241.167099,2025/09/26 20:12:38,32.7
0:28:11.000,3.2565,73.757301,241.30925,2025/09/26 20:12:39,32.7
0:28:12.000,3.2567,73.800873,241.451096,2025/09/26 20:12:40,32.7
0:28:13.000,3.2567,73.844482,241.593094,2025/09/26 20:12:41,32.7
0:28:14.000,3.2565,73.888092,241.735092,2025/09/26 20:12:42,32.7
0:28:15.000,3.2566,73.931702,241.87709,2025/09/26 20:12:43,32.7
0:28:16.000,3.2565,73.975311,242.019089,2025/09/26 20:12:44,32.7
0:28:17.000,3.2566,74.018883,242.16095,2025/09/26 20:12:45,32.6
0:28:18.000,3.2566,74.06179,242.300674,2025/09/26 20:12:46,32.6
0:28:19.000,3.2566,74.106148,242.445084,2025/09/26 20:12:47,32.6
0:28:20.000,3.2565,74.149712,242.586929,2025/09/26 20:12:48,32.6
0:28:21.000,3.2567,74.193321,242.728928,2025/09/26 20:12:49,32.6
0:28:22.000,3.2565,74.236977,242.871063,2025/09/26 20:12:50,32.6
0:28:23.000,3.2565,74.280586,243.013062,2025/09/26 20:12:51,32.6
0:28:24.000,3.2566,74.324158,243.154922,2025/09/26 20:12:52,32.6
0:28:25.000,3.2566,74.367813,243.297058,2025/09/26 20:12:53,32.6
0:28:26.000,3.2566,74.411469,243.439194,2025/09/26 20:12:54,32.7
0:28:27.000,3.2563,74.455032,243.581055,2025/09/26 20:12:55,32.7
0:28:28.000,3.2566,74.498688,243.72319,2025/09/26 20:12:56,32.7
0:28:29.000,3.2565,74.541557,243.862778,2025/09/26 20:12:57,32.7
0:28:30.000,3.2565,74.585861,244.00705,2025/09/26 20:12:58,32.7
0:28:31.000,3.2565,74.629478,244.149048,2025/09/26 20:12:59,32.7
0:28:32.000,3.2563,74.673088,244.291031,2025/09/26 20:13:00,32.7
0:28:33.000,3.2566,74.716698,244.433029,2025/09/26 20:13:01,32.7
0:28:34.000,3.2564,74.760307,244.575027,2025/09/26 20:13:02,32.7
0:28:35.000,3.2565,74.803879,244.716888,2025/09/26 20:13:03,32.7
0:28:36.000,3.2565,74.847527,244.859024,2025/09/26 20:13:04,32.7
0:28:37.000,3.2564,74.891052,245.000732,2025/09/26 20:13:05,32.7
0:28:38.000,3.2564,74.934753,245.143021,2025/09/26 20:13:06,32.7
0:28:39.000,3.2564,74.978363,245.285019,2025/09/26 20:13:07,32.7
0:28:40.000,3.2563,75.021927,245.426865,2025/09/26 20:13:08,32.7
0:28:41.000,3.2562,75.065582,245.569016,2025/09/26 20:13:09,32.7
0:28:42.000,3.2563,75.109154,245.710861,2025/09/26 20:13:10,32.7
0:28:43.000,3.2564,75.152718,245.852722,2025/09/26 20:13:11,32.7
0:28:44.000,3.2564,75.196373,245.994858,2025/09/26 20:13:12,32.7
0:28:45.000,3.2562,75.239807,246.136292,2025/09/26 20:13:13,32.7
0:28:46.000,3.2564,75.283592,246.278854,2025/09/26 20:13:14,32.7
0:28:47.000,3.2563,75.327202,246.420853,2025/09/26 20:13:15,32.7
0:28:48.000,3.2561,75.370857,246.562988,2025/09/26 20:13:16,32.7
0:28:49.000,3.2563,75.414513,246.705124,2025/09/26 20:13:17,32.7
0:28:50.000,3.2561,75.458084,246.846985,2025/09/26 20:13:18,32.7
0:28:51.000,3.2563,75.501648,246.988831,2025/09/26 20:13:19,32.7
0:28:52.000,3.256,75.545258,247.130829,2025/09/26 20:13:20,32.7
0:28:53.000,3.2562,75.588913,247.272964,2025/09/26 20:13:21,32.7
0:28:54.000,3.2562,75.632439,247.414673,2025/09/26 20:13:22,32.7
0:28:55.000,3.2562,75.676132,247.556961,2025/09/26 20:13:23,32.7
0:28:56.000,3.2561,75.719704,247.698807,2025/09/26 20:13:24,32.7
0:28:57.000,3.2562,75.763359,247.840942,2025/09/26 20:13:25,32.7
0:28:58.000,3.2561,75.806923,247.982788,2025/09/26 20:13:26,32.7
0:28:59.000,3.256,75.850578,248.124924,2025/09/26 20:13:27,32.8
0:29:00.000,3.256,75.89415,248.266769,2025/09/26 20:13:28,32.8
0:29:01.000,3.256,75.937798,248.40889,2025/09/26 20:13:29,32.8
0:29:02.000,3.2561,75.981415,248.550873,2025/09/26 20:13:30,32.8
0:29:03.000,3.256,76.025024,248.692856,2025/09/26 20:13:31,32.8
0:29:04.000,3.256,76.068634,248.834854,2025/09/26 20:13:32,32.8
0:29:05.000,3.2562,76.112244,248.976822,2025/09/26 20:13:33,32.8
0:29:06.000,3.256,76.15612,249.119644,2025/09/26 20:13:34,32.8
0:29:07.000,3.2558,76.199425,249.260635,2025/09/26 20:13:35,32.8
0:29:08.000,3.2559,76.24308,249.40274,2025/09/26 20:13:36,32.8
0:29:09.000,3.2559,76.28669,249.544708,2025/09/26 20:13:37,32.8
0:29:10.000,3.2562,76.330299,249.686661,2025/09/26 20:13:38,32.8
0:29:11.000,3.256,76.373909,249.828629,2025/09/26 20:13:39,32.8
0:29:12.000,3.2559,76.417519,249.970596,2025/09/26 20:13:40,32.8
0:29:13.000,3.2558,76.461128,250.112549,2025/09/26 20:13:41,32.8
0:29:14.000,3.2558,76.5047,250.254364,2025/09/26 20:13:42,32.8
0:29:15.000,3.2558,76.548355,250.396469,2025/09/26 20:13:43,32.8
0:29:16.000,3.2558,76.591919,250.538269,2025/09/26 20:13:44,32.8
0:29:17.000,3.2558,76.635574,250.680374,2025/09/26 20:13:45,32.8
0:29:18.000,3.256,76.679138,250.822189,2025/09/26 20:13:46,32.8
0:29:19.000,3.2558,76.722794,250.964279,2025/09/26 20:13:47,32.8
0:29:20.000,3.256,76.765274,251.102539,2025/09/26 20:13:48,32.8
0:29:21.000,3.2558,76.81002,251.248184,2025/09/26 20:13:49,32.8
0:29:22.000,3.2557,76.85363,251.390137,2025/09/26 20:13:50,32.8
0:29:23.000,3.2558,76.897194,251.531952,2025/09/26 20:13:51,32.8
0:29:24.000,3.2558,76.940849,251.674042,2025/09/26 20:13:52,32.8
0:29:25.000,3.2558,76.984459,251.815994,2025/09/26 20:13:53,32.8
0:29:26.000,3.2557,77.028069,251.957962,2025/09/26 20:13:54,32.8
0:29:27.000,3.2557,77.07164,252.099762,2025/09/26 20:13:55,32.8
0:29:28.000,3.2558,77.115295,252.241867,2025/09/26 20:13:56,32.8
0:29:29.000,3.2557,77.158905,252.38382,2025/09/26 20:13:57,32.8
0:29:30.000,3.2557,77.202515,252.525772,2025/09/26 20:13:58,32.8
0:29:31.000,3.2557,77.24617,252.667862,2025/09/26 20:13:59,32.8
0:29:32.000,3.2557,77.289696,252.80954,2025/09/26 20:14:00,32.8
0:29:33.000,3.2556,77.333389,252.951767,2025/09/26 20:14:01,32.8
0:29:34.000,3.2555,77.376961,253.093582,2025/09/26 20:14:02,32.8
0:29:35.000,3.2555,77.420616,253.235672,2025/09/26 20:14:03,32.8
0:29:36.000,3.2555,77.46418,253.377487,2025/09/26 20:14:04,32.8
0:29:37.000,3.2556,77.50779,253.51944,2025/09/26 20:14:05,32.8
0:29:38.000,3.2556,77.551399,253.661392,2025/09/26 20:14:06,32.8
0:29:39.000,3.2557,77.595009,253.803345,2025/09/26 20:14:07,32.8
0:29:40.000,3.2555,77.638626,253.945297,2025/09/26 20:14:08,32.8
0:29:41.000,3.2557,77.68219,254.087112,2025/09/26 20:14:09,32.7
0:29:42.000,3.2555,77.725845,254.229202,2025/09/26 20:14:10,32.7
0:29:43.000,3.2555,77.769455,254.371155,2025/09/26 20:14:11,32.7
0:29:44.000,3.2556,77.813065,254.513107,2025/09/26 20:14:12,32.7
0:29:45.000,3.2553,77.85672,254.655212,2025/09/26 20:14:13,32.7
0:29:46.000,3.2554,77.900291,254.797028,2025/09/26 20:14:14,32.7
0:29:47.000,3.2556,77.943901,254.93898,2025/09/26 20:14:15,32.7
0:29:48.000,3.2555,77.987511,255.080933,2025/09/26 20:14:16,32.7
0:29:49.000,3.2554,78.031075,255.222733,2025/09/26 20:14:17,32.7
0:29:50.000,3.2553,78.074776,255.364975,2025/09/26 20:14:18,32.7
0:29:51.000,3.2555,78.11834,255.50679,2025/09/26 20:14:19,32.7
0:29:52.000,3.2555,78.161255,255.646469,2025/09/26 20:14:20,32.7
0:29:53.000,3.2553,78.205521,255.790558,2025/09/26 20:14:21,32.7
0:29:54.000,3.2555,78.24913,255.93251,2025/09/26 20:14:22,32.7
0:29:55.000,3.2553,78.293007,256.075317,2025/09/26 20:14:23,32.7
0:29:56.000,3.2553,78.336349,256.2164,2025/09/26 20:14:24,32.7
0:29:57.000,3.2553,78.379967,256.358368,2025/09/26 20:14:25,32.7
0:29:58.000,3.2551,78.423576,256.500305,2025/09/26 20:14:26,32.7
0:29:59.000,3.2553,78.467232,256.642426,2025/09/26 20:14:27,32.7
0:30:00.000,3.2552,78.510796,256.78421,2025/09/26 20:14:28,32.7
0:30:01.000,3.2553,78.554451,256.926331,2025/09/26 20:14:29,32.7
0:30:02.000,3.2554,78.598061,257.068268,2025/09/26 20:14:30,32.7
0:30:03.000,3.2551,78.641891,257.210938,2025/09/26 20:14:31,32.7
0:30:04.000,3.2552,78.685242,257.352051,2025/09/26 20:14:32,32.7
0:30:05.000,3.2553,78.728851,257.493988,2025/09/26 20:14:33,32.7
0:30:06.000,3.2552,78.772461,257.635956,2025/09/26 20:14:34,32.7
0:30:07.000,3.2551,78.816071,257.777893,2025/09/26 20:14:35,32.7
0:30:08.000,3.2551,78.859726,257.919983,2025/09/26 20:14:36,32.7
0:30:09.000,3.2554,78.903336,258.061951,2025/09/26 20:14:37,32.7
0:30:10.000,3.2553,78.946945,258.203888,2025/09/26 20:14:38,32.7
0:30:11.000,3.2551,78.988991,258.340729,2025/09/26 20:14:39,32.7
0:30:12.000,3.2551,79.034126,258.487671,2025/09/26 20:14:40,32.7
0:30:13.000,3.2551,79.077736,258.629608,2025/09/26 20:14:41,32.7
0:30:14.000,3.2551,79.121346,258.771576,2025/09/26 20:14:42,32.7
0:30:15.000,3.2552,79.164955,258.913513,2025/09/26 20:14:43,32.7
0:30:16.000,3.255,79.208572,259.055481,2025/09/26 20:14:44,32.7
0:30:17.000,3.2552,79.252228,259.19754,2025/09/26 20:14:45,32.7
0:30:18.000,3.255,79.295792,259.339355,2025/09/26 20:14:46,32.7
0:30:19.000,3.2549,79.339447,259.481415,2025/09/26 20:14:47,32.7
0:30:20.000,3.255,79.383011,259.62323,2025/09/26 20:14:48,32.7
0:30:21.000,3.255,79.42662,259.765137,2025/09/26 20:14:49,32.7
0:30:22.000,3.255,79.470238,259.907074,2025/09/26 20:14:50,32.7
0:30:23.000,3.2548,79.513885,260.049164,2025/09/26 20:14:51,32.7
0:30:24.000,3.2549,79.557503,260.191071,2025/09/26 20:14:52,32.7
0:30:25.000,3.2549,79.601112,260.333008,2025/09/26 20:14:53,32.7
0:30:26.000,3.2549,79.644676,260.474762,2025/09/26 20:14:54,32.7
0:30:27.000,3.2548,79.688286,260.616669,2025/09/26 20:14:55,32.7
0:30:28.000,3.2549,79.731941,260.758728,2025/09/26 20:14:56,32.7
0:30:29.000,3.255,79.775513,260.900513,2025/09/26 20:14:57,32.7
0:30:30.000,3.255,79.819382,261.043274,2025/09/26 20:14:58,32.7
0:30:31.000,3.255,79.862778,261.184509,2025/09/26 20:14:59,32.7
0:30:32.000,3.2548,79.906563,261.326965,2025/09/26 20:15:00,32.7
0:30:33.000,3.2548,79.949951,261.46817,2025/09/26 20:15:01,32.7
0:30:34.000,3.2548,79.993607,261.610229,2025/09/26 20:15:02,32.7
0:30:35.000,3.2548,80.037178,261.751984,2025/09/26 20:15:03,32.7
0:30:36.000,3.2548,80.080788,261.89389,2025/09/26 20:15:04,32.7
0:30:37.000,3.2546,80.124443,262.03595,2025/09/26 20:15:05,32.7
0:30:38.000,3.2548,80.168053,262.177856,2025/09/26 20:15:06,32.7
0:30:39.000,3.2547,80.211662,262.319763,2025/09/26 20:15:07,32.7
0:30:40.000,3.2546,80.255318,262.461823,2025/09/26 20:15:08,32.8
0:30:41.000,3.2547,80.298882,262.603577,2025/09/26 20:15:09,32.8
0:30:42.000,3.2547,80.342491,262.745514,2025/09/26 20:15:10,32.8
0:30:43.000,3.2547,80.386147,262.887543,2025/09/26 20:15:11,32.8
0:30:44.000,3.2546,80.429718,263.029327,2025/09/26 20:15:12,32.8
0:30:45.000,3.2546,80.473328,263.171234,2025/09/26 20:15:13,32.8
0:30:46.000,3.2544,80.516937,263.313141,2025/09/26 20:15:14,32.8
0:30:47.000,3.2545,80.560509,263.454895,2025/09/26 20:15:15,32.8
0:30:48.000,3.2545,80.604156,263.596954,2025/09/26 20:15:16,32.8
0:30:49.000,3.2546,80.647774,263.738861,2025/09/26 20:15:17,32.8
0:30:50.000,3.2545,80.691422,263.88092,2025/09/26 20:15:18,32.8
0:30:51.000,3.2546,80.734993,264.022675,2025/09/26 20:15:19,32.8
0:30:52.000,3.2546,80.778603,264.164612,2025/09/26 20:15:20,32.9
0:30:53.000,3.2544,80.822174,264.306366,2025/09/26 20:15:21,32.9
0:30:54.000,3.2547,80.864296,264.443451,2025/09/26 20:15:22,32.9
0:30:55.000,3.2544,80.909393,264.590179,2025/09/26 20:15:23,32.9
0:30:56.000,3.2545,80.953262,264.732941,2025/09/26 20:15:24,32.9
0:30:57.000,3.2544,80.996567,264.873871,2025/09/26 20:15:25,32.9
0:30:58.000,3.2544,81.040222,265.0159,2025/09/26 20:15:26,32.9
0:30:59.000,3.2545,81.083878,265.157959,2025/09/26 20:15:27,32.9
0:31:00.000,3.2544,81.127487,265.299866,2025/09/26 20:15:28,32.9
0:31:01.000,3.2544,81.171059,265.44165,2025/09/26 20:15:29,32.9
0:31:02.000,3.2545,81.214714,265.583679,2025/09/26 20:15:30,32.9
0:31:03.000,3.2543,81.258324,265.725616,2025/09/26 20:15:31,32.9
0:31:04.000,3.2544,81.301979,265.867645,2025/09/26 20:15:32,32.9
0:31:05.000,3.2544,81.345413,266.009003,2025/09/26 20:15:33,32.9
0:31:06.000,3.2543,81.389114,266.151184,2025/09/26 20:15:34,32.9
0:31:07.000,3.2543,81.433067,266.29425,2025/09/26 20:15:35,32.9
0:31:08.000,3.2543,81.476334,266.434998,2025/09/26 20:15:36,32.9
0:31:09.000,3.2543,81.519943,266.576904,2025/09/26 20:15:37,32.9
0:31:10.000,3.2544,81.563339,266.718109,2025/09/26 20:15:38,32.9
0:31:11.000,3.2543,81.607208,266.86087,2025/09/26 20:15:39,32.9
0:31:12.000,3.2543,81.650818,267.002777,2025/09/26 20:15:40,32.9
0:31:13.000,3.2543,81.694427,267.144714,2025/09/26 20:15:41,32.9
0:31:14.000,3.2543,81.737999,267.286469,2025/09/26 20:15:42,32.9
0:31:15.000,3.2543,81.781609,267.428375,2025/09/26 20:15:43,32.9
0:31:16.000,3.2541,81.825172,267.57016,2025/09/26 20:15:44,32.9
0:31:17.000,3.2543,81.868874,267.712341,2025/09/26 20:15:45,32.9
0:31:18.000,3.2542,81.911789,267.85199,2025/09/26 20:15:46,32.9
0:31:19.000,3.2542,81.956535,267.997589,2025/09/26 20:15:47,32.9
0:31:20.000,3.2542,82.000099,268.139343,2025/09/26 20:15:48,32.9
0:31:21.000,3.2541,82.043755,268.281403,2025/09/26 20:15:49,32.9
0:31:22.000,3.2542,82.08728,268.423035,2025/09/26 20:15:50,33.0
0:31:23.000,3.2542,82.130928,268.565063,2025/09/26 20:15:51,33.0
0:31:24.000,3.254,82.174583,268.707123,2025/09/26 20:15:52,33.0
0:31:25.000,3.2541,82.218109,268.848724,2025/09/26 20:15:53,33.0
0:31:26.000,3.254,82.26181,268.990936,2025/09/26 20:15:54,33.0
0:31:27.000,3.2539,82.305374,269.13269,2025/09/26 20:15:55,33.0
0:31:28.000,3.2541,82.348984,269.274597,2025/09/26 20:15:56,33.0
0:31:29.000,3.2539,82.393379,269.419037,2025/09/26 20:15:57,33.0
0:31:30.000,3.2538,82.436646,269.559784,2025/09/26 20:15:58,33.0
0:31:31.000,3.254,82.480301,269.701813,2025/09/26 20:15:59,33.0
0:31:32.000,3.2538,82.523865,269.843536,2025/09/26 20:16:00,33.0
0:31:33.000,3.2541,82.56752,269.985565,2025/09/26 20:16:01,33.0
0:31:34.000,3.254,82.611176,270.127563,2025/09/26 20:16:02,33.0
0:31:35.000,3.2539,82.654701,270.269165,2025/09/26 20:16:03,33.0
0:31:36.000,3.2539,82.698311,270.411072,2025/09/26 20:16:04,33.0
0:31:37.000,3.2539,82.741966,270.55307,2025/09/26 20:16:05,33.0
0:31:38.000,3.254,82.785484,270.694672,2025/09/26 20:16:06,33.0
0:31:39.000,3.2539,82.82914,270.83667,2025/09/26 20:16:07,33.0
0:31:40.000,3.2538,82.872795,270.978699,2025/09/26 20:16:08,33.0
0:31:41.000,3.2538,82.916405,271.120575,2025/09/26 20:16:09,33.0
0:31:42.000,3.2539,82.959976,271.262299,2025/09/26 20:16:10,33.0
0:31:43.000,3.2537,83.003632,271.404297,2025/09/26 20:16:11,33.0
0:31:44.000,3.2538,83.04715,271.545898,2025/09/26 20:16:12,33.0
0:31:45.000,3.2538,83.090851,271.688049,2025/09/26 20:16:13,33.0
0:31:46.000,3.2537,83.134506,271.830048,2025/09/26 20:16:14,33.0
0:31:47.000,3.2537,83.17807,271.971771,2025/09/26 20:16:15,32.9
0:31:48.000,3.2536,83.221642,272.113495,2025/09/26 20:16:16,32.9
0:31:49.000,3.2538,83.265289,272.255493,2025/09/26 20:16:17,32.9
0:31:50.000,3.2538,83.308907,272.397369,2025/09/26 20:16:18,32.9
0:31:51.000,3.2537,83.352516,272.539246,2025/09/26 20:16:19,32.9
0:31:52.000,3.2537,83.396126,272.681091,2025/09/26 20:16:20,32.9
0:31:53.000,3.2537,83.439735,272.822968,2025/09/26 20:16:21,32.9
0:31:54.000,3.2536,83.483345,272.964844,2025/09/26 20:16:22,32.9
0:31:55.000,3.2537,83.526917,273.106567,2025/09/26 20:16:23,32.9
0:31:56.000,3.2534,83.570572,273.248566,2025/09/26 20:16:24,32.9
0:31:57.000,3.2537,83.614182,273.390442,2025/09/26 20:16:25,32.9
0:31:58.000,3.2535,83.657745,273.532166,2025/09/26 20:16:26,32.9
0:31:59.000,3.2537,83.701401,273.674164,2025/09/26 20:16:27,32.9
0:32:00.000,3.2536,83.744972,273.815887,2025/09/26 20:16:28,32.9
0:32:01.000,3.2534,83.788582,273.957764,2025/09/26 20:16:29,32.9
0:32:02.000,3.2535,83.832191,274.099609,2025/09/26 20:16:30,32.9
0:32:03.000,3.2536,83.875801,274.241486,2025/09/26 20:16:31,32.9
0:32:04.000,3.2536,83.919456,274.383484,2025/09/26 20:16:32,33.0
0:32:05.000,3.2534,83.963066,274.52536,2025/09/26 20:16:33,33.0
0:32:06.000,3.2534,84.006676,274.667236,2025/09/26 20:16:34,33.0
0:32:07.000,3.2533,84.050247,274.80896,2025/09/26 20:16:35,33.0
0:32:08.000,3.2535,84.093903,274.950958,2025/09/26 20:16:36,33.0
0:32:09.000,3.2533,84.137466,275.092682,2025/09/26 20:16:37,33.0
0:32:10.000,3.2533,84.181122,275.23468,2025/09/26 20:16:38,33.0
0:32:11.000,3.2534,84.224686,275.376404,2025/09/26 20:16:39,33.0
0:32:12.000,3.2536,84.268341,275.518433,2025/09/26 20:16:40,33.0
0:32:13.000,3.2534,84.312218,275.661133,2025/09/26 20:16:41,33.0
0:32:14.000,3.2534,84.355522,275.802002,2025/09/26 20:16:42,33.0
0:32:15.000,3.2534,84.399178,275.944031,2025/09/26 20:16:43,33.0
0:32:16.000,3.2533,84.442787,276.085876,2025/09/26 20:16:44,33.0
0:32:17.000,3.2534,84.486443,276.227905,2025/09/26 20:16:45,33.0
0:32:18.000,3.2533,84.529961,276.369476,2025/09/26 20:16:46,33.0
0:32:19.000,3.2531,84.573578,276.511353,2025/09/26 20:16:47,33.0
0:32:20.000,3.2532,84.617271,276.653503,2025/09/26 20:16:48,33.0
0:32:21.000,3.2534,84.660843,276.795227,2025/09/26 20:16:49,32.9
0:32:22.000,3.2532,84.704453,276.937073,2025/09/26 20:16:50,32.9
0:32:23.000,3.2533,84.747971,277.078674,2025/09/26 20:16:51,32.9
0:32:24.000,3.2532,84.791672,277.220825,2025/09/26 20:16:52,32.9
0:32:25.000,3.2531,84.835281,277.362671,2025/09/26 20:16:53,32.9
0:32:26.000,3.2534,84.878891,277.504547,2025/09/26 20:16:54,32.9
0:32:27.000,3.2531,84.922462,277.646271,2025/09/26 20:16:55,32.9
0:32:28.000,3.2532,84.966118,277.788269,2025/09/26 20:16:56,32.9
0:32:29.000,3.2531,85.009636,277.92984,2025/09/26 20:16:57,32.9
0:32:30.000,3.2529,85.053291,278.071838,2025/09/26 20:16:58,32.9
0:32:31.000,3.253,85.096947,278.213837,2025/09/26 20:16:59,32.9
0:32:32.000,3.253,85.140556,278.355713,2025/09/26 20:17:00,32.9
0:32:33.000,3.253,85.184128,278.497406,2025/09/26 20:17:01,32.9
0:32:34.000,3.253,85.227783,278.639404,2025/09/26 20:17:02,32.9
0:32:35.000,3.253,85.271347,278.781128,2025/09/26 20:17:03,32.9
0:32:36.000,3.2529,85.315048,278.923248,2025/09/26 20:17:04,32.9
0:32:37.000,3.2529,85.358566,279.064789,2025/09/26 20:17:05,32.9
0:32:38.000,3.2529,85.402184,279.206635,2025/09/26 20:17:06,32.8
0:32:39.000,3.2529,85.445793,279.34845,2025/09/26 20:17:07,32.8
0:32:40.000,3.2529,85.489403,279.490295,2025/09/26 20:17:08,32.8
0:32:41.000,3.2531,85.533012,279.632141,2025/09/26 20:17:09,32.8
0:32:42.000,3.2531,85.576668,279.774109,2025/09/26 20:17:10,32.8
0:32:43.000,3.2529,85.620232,279.915802,2025/09/26 20:17:11,32.9
0:32:44.000,3.2527,85.663849,280.057617,2025/09/26 20:17:12,32.9
0:32:45.000,3.2529,85.707497,280.199585,2025/09/26 20:17:13,32.9
0:32:46.000,3.2528,85.751114,280.3414,2025/09/26 20:17:14,32.9
0:32:47.000,3.2528,85.794724,280.483246,2025/09/26 20:17:15,32.9
0:32:48.000,3.2527,85.838287,280.624908,2025/09/26 20:17:16,32.9
0:32:49.000,3.2527,85.881989,280.767029,2025/09/26 20:17:17,32.9
0:32:50.000,3.2528,85.925552,280.908691,2025/09/26 20:17:18,32.8
0:32:51.000,3.2527,85.969162,281.050507,2025/09/26 20:17:19,32.8
0:32:52.000,3.2528,86.012733,281.1922,2025/09/26 20:17:20,32.8
0:32:53.000,3.2527,86.056343,281.334015,2025/09/26 20:17:21,32.8
0:32:54.000,3.2529,86.099998,281.475983,2025/09/26 20:17:22,32.8
0:32:55.000,3.2527,86.143608,281.617798,2025/09/26 20:17:23,32.8
0:32:56.000,3.2527,86.187172,281.759491,2025/09/26 20:17:24,32.8
0:32:57.000,3.2528,86.230827,281.901459,2025/09/26 20:17:25,32.8
0:32:58.000,3.2525,86.274483,282.043427,2025/09/26 20:17:26,32.8
0:32:59.000,3.2525,86.318054,282.185089,2025/09/26 20:17:27,32.8
0:33:00.000,3.2526,86.361664,282.326935,2025/09/26 20:17:28,32.8
0:33:01.000,3.2525,86.405273,282.46875,2025/09/26 20:17:29,32.8
0:33:02.000,3.2529,86.448837,282.610413,2025/09/26 20:17:30,32.8
0:33:03.000,3.2525,86.492455,282.752258,2025/09/26 20:17:31,32.8
0:33:04.000,3.2525,86.536102,282.894226,2025/09/26 20:17:32,32.8
0:33:05.000,3.2526,86.57972,283.036041,2025/09/26 20:17:33,32.8
0:33:06.000,3.2525,86.624069,283.180267,2025/09/26 20:17:34,32.8
0:33:07.000,3.2525,86.667328,283.320953,2025/09/26 20:17:35,32.8
0:33:08.000,3.2525,86.710983,283.462921,2025/09/26 20:17:36,32.8
0:33:09.000,3.2525,86.754555,283.604614,2025/09/26 20:17:37,32.8
0:33:10.000,3.2525,86.798164,283.746429,2025/09/26 20:17:38,32.8
0:33:11.000,3.2523,86.84182,283.888397,2025/09/26 20:17:39,32.8
0:33:12.000,3.2523,86.885384,284.03006,2025/09/26 20:17:40,32.8
0:33:13.000,3.2525,86.928993,284.171906,2025/09/26 20:17:41,32.8
0:33:14.000,3.2523,86.971992,284.311737,2025/09/26 20:17:42,32.8
0:33:15.000,3.2525,87.016258,284.455688,2025/09/26 20:17:43,32.8
0:33:16.000,3.2524,87.059868,284.597504,2025/09/26 20:17:44,32.8
0:33:17.000,3.2523,87.103485,284.739319,2025/09/26 20:17:45,32.8
0:33:18.000,3.2523,87.147095,284.881134,2025/09/26 20:17:46,32.8
0:33:19.000,3.2524,87.190704,285.02298,2025/09/26 20:17:47,32.8
0:33:20.000,3.2523,87.23436,285.164917,2025/09/26 20:17:48,32.8
0:33:21.000,3.2523,87.277885,285.306458,2025/09/26 20:17:49,32.8
0:33:22.000,3.2523,87.321495,285.448303,2025/09/26 20:17:50,32.8
0:33:23.000,3.2522,87.365105,285.590118,2025/09/26 20:17:51,32.8
0:33:24.000,3.2522,87.40876,285.732086,2025/09/26 20:17:52,32.8
0:33:25.000,3.2525,87.452324,285.873749,2025/09/26 20:17:53,32.8
0:33:26.000,3.2523,87.495934,286.015594,2025/09/26 20:17:54,32.8
0:33:27.000,3.2522,87.539589,286.157532,2025/09/26 20:17:55,32.8
0:33:28.000,3.2523,87.583115,286.299072,2025/09/26 20:17:56,32.8
0:33:29.000,3.252,87.626816,286.441193,2025/09/26 20:17:57,32.8
0:33:30.000,3.2521,87.670425,286.583008,2025/09/26 20:17:58,32.8
0:33:31.000,3.2522,87.714035,286.724823,2025/09/26 20:17:59,32.8
0:33:32.000,3.252,87.757645,286.866638,2025/09/26 20:18:00,32.8
